Episode,Result,Total Reward,q_values,steps,epsilon
1,Success,-3424.3073868404763,0.0,786,0.999
2,Success,-518.9346880400497,0.0,212,0.998001
3,Success,99.33550489775399,0.0,46,0.997002999
4,Success,-1340.7698808505825,0.0,349,0.996005996001
5,Success,-1262.036782999502,0.0,329,0.995009990004999
6,Success,-688.8117709039042,0.0,230,0.994014980014994
7,Success,-722.7492500725241,0.0,292,0.993020965034979
8,Success,-2569.5206473038393,0.0,569,0.9920279440699441
9,Success,-447.89100424364506,0.0,198,0.9910359161258742
10,Success,-648.5213075973534,0.0,191,0.9900448802097482
11,Success,-580.4743811802858,0.0,186,0.9890548353295385
12,Success,-710.1493648485042,0.0,270,0.988065780494209
13,Success,-976.7477359550793,0.0,328,0.9870777147137147
14,Success,-206.36239966159755,0.0,143,0.986090636999001
15,Success,-1800.7498888672264,0.0,470,0.9851045463620021
16,Success,-964.8385271511464,0.0,259,0.98411944181564
17,Success,-1238.4996516649364,0.0,374,0.9831353223738244
18,Success,-1043.3171848229097,0.0,269,0.9821521870514506
19,Success,-1037.0545866986986,0.0,383,0.9811700348643991
20,Success,91.41111134503102,0.0,55,0.9801888648295347
21,Success,-1522.7184876951897,0.0,423,0.9792086759647052
22,Success,-1514.709860520681,0.0,493,0.9782294672887405
23,Success,-1582.8317137560996,0.0,438,0.9772512378214517
24,Success,-124.83692221975005,0.0,126,0.9762739865836303
25,Success,-22.973332732519708,0.0,108,0.9752977125970467
26,Success,-186.38611098014323,0.0,101,0.9743224148844496
27,Success,-172.08185636941116,0.0,103,0.9733480924695651
28,Success,-1628.0532462400186,0.0,540,0.9723747443770956
29,Success,-363.0342596592934,0.0,157,0.9714023696327185
30,Success,-239.20181960140982,0.0,114,0.9704309672630859
31,Success,-256.4959691379237,0.0,136,0.9694605362958227
32,Success,-653.0833689804149,0.0,239,0.9684910757595269
33,Success,-72.3224416189596,0.0,100,0.9675225846837673
34,Success,-223.56072563164307,0.0,83,0.9665550620990835
35,Success,-1576.7127544550074,0.0,354,0.9655885070369844
36,Success,89.80481285235358,0.0,72,0.9646229185299474
37,Success,-2869.9040776201427,0.0,716,0.9636582956114175
38,Success,-682.9317807320283,0.0,287,0.9626946373158061
39,Success,-1362.8707951114886,0.0,395,0.9617319426784903
40,Success,-154.2929731827665,0.0,95,0.9607702107358118
41,Success,-235.70000000000036,0.0,142,0.959809440525076
42,Success,-667.7281338469197,0.0,233,0.9588496310845509
43,Success,-455.85515595075697,0.0,175,0.9578907814534664
44,Success,-915.3982267409575,0.0,281,0.9569328906720129
45,Success,-1451.7686595939883,0.0,375,0.9559759577813409
46,Success,-1371.8289347558882,0.0,394,0.9550199818235596
47,Success,-110.09304228231252,0.0,85,0.9540649618417361
48,Success,-1417.0328572333972,0.0,400,0.9531108968798944
49,Success,-182.35413097442833,0.0,149,0.9521577859830145
50,Success,-396.6665827961874,0.0,179,0.9512056281970315
51,Success,-991.5351008584993,0.0,241,0.9502544225688344
52,Success,-2305.111725731036,0.0,687,0.9493041681462656
53,Success,-1439.7737199924609,0.0,339,0.9483548639781193
54,Success,-762.8363986245249,0.0,229,0.9474065091141411
55,Success,-1029.777237379546,0.0,351,0.946459102605027
56,Success,-645.1738958122678,0.0,202,0.9455126435024219
