Episode,Result,Total Reward,q_values,steps,epsilon
1,Success,-1995.410943860198,-0.003,616,0.999
2,Success,-1122.539656744542,0.0,451,0.998001
3,Success,-809.379734488221,-0.0089103,302,0.997002999
4,Success,-807.8843715861138,-0.006028610970000001,299,0.996005996001
5,Success,-563.6411320402382,-0.008027466413565654,466,0.995009990004999
6,Success,-2554.0061238787403,0.029255455210400908,927,0.994014980014994
7,Success,-1298.9251171623082,-0.0330786532179127,451,0.993020965034979
8,Success,-1870.6318200428989,-0.021068730654243722,609,0.9920279440699441
9,Success,-3078.454965970729,-0.04826951741569917,1322,0.9910359161258742
10,Success,-2207.760514648081,-0.04521604288181846,784,0.9900448802097482
11,Success,-1656.5678290933045,0.048315525377723476,706,0.9890548353295385
12,Success,-1435.4355549555025,0.048315525377723476,527,0.988065780494209
13,Success,-941.1103712994704,0.061956637622649705,440,0.9870777147137147
14,Success,-2573.422182701636,-0.05147206328499803,840,0.986090636999001
15,Success,-332.8947086537476,0.07640559952092113,147,0.9851045463620021
16,Success,-1172.436689198258,-0.07325857476874285,418,0.98411944181564
17,Success,-2772.1606942631897,-0.06139317142848399,834,0.9831353223738244
18,Success,-3161.7329096293843,-0.0681488130592615,1182,0.9821521870514506
19,Success,-1610.562045476006,0.14626845954420128,551,0.9811700348643991
20,Success,-2871.211963078871,-0.09331896243550512,869,0.9801888648295347
21,Success,-2072.5922062169793,-0.09596517005041588,583,0.9792086759647052
22,Success,-2442.0630491996612,-0.08770017550648629,932,0.9782294672887405
23,Success,-558.696110506366,-0.09856369455993487,292,0.9772512378214517
24,Success,-1390.608301641048,-0.10376133513562538,716,0.9762739865836303
25,Success,-1911.5676471741301,-0.0969862710280638,584,0.9752977125970467
26,Success,-1064.4567572246794,0.5812523733022524,537,0.9743224148844496
27,Success,-963.7600307637647,0.6515132957932903,513,0.9733480924695651
28,Success,-2824.2835086169316,-0.11624155566071091,820,0.9723747443770956
29,Success,-491.03029306015674,0.2815545335455664,390,0.9714023696327185
30,Success,-2276.0698419777145,0.3799324514224509,915,0.9704309672630859
31,Success,-1765.46290087052,1.027741936877277,527,0.9694605362958227
32,Success,-1800.536225832918,1.027741936877277,616,0.9684910757595269
33,Success,-1736.1321493842615,1.027741936877277,581,0.9675225846837673
34,Success,-1591.503521897402,-0.12593925490946783,594,0.9665550620990835
35,Success,-384.7789453746746,-0.12593925490946783,209,0.9655885070369844
36,Success,-1356.5083491536845,0.48943200635763534,400,0.9646229185299474
37,Success,-163.22631728801292,-0.12556623930273345,113,0.9636582956114175
38,Success,-2105.830925091665,1.0758108340020849,573,0.9626946373158061
39,Success,-1106.564857511023,-0.13075968315114903,396,0.9617319426784903
40,Success,-656.5134104816626,1.1266678063434006,266,0.9607702107358118
41,Success,-2026.6272536152655,0.48943200635763534,885,0.959809440525076
42,Success,-1337.735452773161,0.5804159859285813,539,0.9588496310845509
43,Success,-973.6720980638406,1.515083691049072,493,0.9578907814534664
44,Success,-775.6417005756041,1.515083691049072,307,0.9569328906720129
45,Success,-372.4736435535875,-0.1355169401978781,187,0.9559759577813409
46,Success,-2778.95603798866,0.8861660450290246,1002,0.9550199818235596
47,Success,-566.2748489965611,1.7468874976424023,281,0.9540649618417361
48,Success,-3635.97544888131,-0.14286162823388499,1267,0.9531108968798944
49,Success,-1078.3354228709532,1.8088066476684679,347,0.9521577859830145
50,Success,-1407.2138108777976,1.0669086278607731,521,0.9512056281970315
51,Success,-864.2478240359827,-0.13742361772231648,411,0.9502544225688344
52,Success,-2394.916289988618,-0.13493149937150986,901,0.9493041681462656
53,Success,-2023.1776760591633,1.6571257660697636,824,0.9483548639781193
54,Success,-1178.740564953533,-0.12407621479218818,472,0.9474065091141411
55,Success,-2632.2982583169714,2.1969697707372355,1202,0.946459102605027
56,Success,-745.7837574282314,-0.1155685523418701,284,0.9455126435024219
57,Success,-1179.062959913286,-0.10686045170895266,768,0.9445671308589195
58,Success,-1528.6166975046647,2.552752310165986,666,0.9436225637280606
59,Success,-578.4723914499173,3.1274545363644743,329,0.9426789411643326
60,Success,-3394.9414419226255,3.1274545363644743,1008,0.9417362622231683
61,Success,-1681.8912680484257,2.8394984032718185,599,0.9407945259609451
62,Success,-717.8408432865643,3.1274545363644743,212,0.9398537314349842
63,Success,-477.03653411394333,-0.08873818557080179,485,0.9389138777035492
64,Success,-3017.677259322748,3.8062299139697986,1350,0.9379749638258457
65,Success,-662.1654062701259,3.8062299139697986,297,0.9370369888620198
66,Success,-2101.36199848123,-0.038532042050971715,1266,0.9360999518731578
67,Success,-491.357675882398,3.572294707354957,304,0.9351638519212846
68,Success,-1355.1058688632218,-0.0024902506546591457,582,0.9342286880693633
69,Success,-562.5914782842367,4.06987466497413,411,0.933294459381294
70,Success,-1982.0467577987097,3.7563081108597283,655,0.9323611649219127
71,Success,-854.3402235478187,0.012880544424073747,619,0.9314288037569908
72,Success,-1079.1804129277134,0.012880544424073747,590,0.9304973749532338
73,Success,-2901.809550309137,5.290313616549594,1485,0.9295668775782806
