Episode,Result,Total Reward,q_values,epsilon,max_step
64,Success,191819.53580205355,3201.801249249203,0.7255664080186093,19999
65,Success,208889.51726212582,3200.845198253163,0.7219385759785162,19999
66,Success,164055.14458406807,3256.095505900372,0.7183288830986236,19999
67,Success,193354.3383381894,3118.7134938222507,0.7147372386831305,19999
68,Success,230105.24889461164,3187.7384052167504,0.7111635524897149,19999
69,Success,199099.76472837714,3348.6202803578994,0.7076077347272662,19999
70,Success,128284.04791666723,3272.9071436878517,0.7040696960536299,19999
71,Success,199128.58496983396,3161.331156725703,0.7005493475733617,19999
72,Success,197377.78568303637,3325.6549267007667,0.697046600835495,19999
73,Success,225826.15500678524,3311.8762611599072,0.6935613678313175,19999
74,Success,160594.06271555976,3301.8762939962685,0.6900935609921609,19999
75,Success,279420.5261540472,3291.0220153497453,0.6866430931872001,19999
76,Success,100198.96253293018,3233.9604177957626,0.6832098777212641,19999
77,Success,121281.25352372054,3212.9156130204633,0.6797938283326578,19999
78,Success,150464.43216240485,3200.4027353011247,0.6763948591909945,19999
79,Success,137911.1203656338,3197.7132222145283,0.6730128848950395,19999
80,Success,217236.30474270973,3164.8614497255644,0.6696478204705644,19999
81,Success,228778.9747172865,3211.2499345096753,0.6662995813682115,19999
82,Success,286428.7662840678,3198.4306776138997,0.6629680834613705,19999
83,Success,180012.28261669152,3314.8469969432635,0.6596532430440636,19999
84,Success,197088.09647796905,3307.3180080661837,0.6563549768288433,19999
85,Success,141375.73798916972,3222.092369030111,0.653073201944699,19999
86,Success,162717.21856870013,3184.8816035653035,0.6498078359349755,19999
87,Success,237039.60991064738,3235.0836417136684,0.6465587967553006,19999
88,Success,145920.35632560155,3151.993178957078,0.6433260027715241,19999
89,Success,336407.49872644927,3360.552526814975,0.6401093727576664,19999
90,Success,230886.02680504005,3210.1965141005835,0.6369088258938781,19999
91,Success,261472.85689457116,3316.6413051353647,0.6337242817644086,19999
92,Success,154441.53632493972,3232.2419569170743,0.6305556603555866,19999
93,Success,209862.4980105324,3179.873991406958,0.6274028820538087,19999
94,Success,215701.32465031362,3164.8630825559176,0.6242658676435396,19999
95,Success,212607.9538810991,3169.863507655254,0.6211445383053219,19999
96,Success,110218.22605798655,3133.1358542498747,0.6180388156137953,19999
97,Success,121296.33901318327,3110.8408395579086,0.6149486215357263,19999
98,Success,206866.30842692187,3141.4340284058503,0.6118738784280476,19999
99,Success,240625.05571326145,3176.8342346403756,0.6088145090359074,19999
100,Success,297130.0455808969,3152.2478489453874,0.6057704364907278,19999
101,Fail,52925,3087.1078941766623,0.6027415843082742,19999
102,Success,119478.00171213495,3072.578653007844,0.5997278763867329,19999
103,Success,269888.9262194418,3093.5995627879483,0.5967292370047992,19999
104,Success,272866.22534114646,3207.018044742054,0.5937455908197752,19999
105,Fail,45155,3069.468440839022,0.5907768628656763,19999
106,Success,237695.1801206774,3065.2957163411575,0.5878229785513479,19999
107,Success,294504.927783523,3175.944905357605,0.5848838636585911,19999
108,Success,223351.67434385992,3096.2727950847698,0.5819594443402982,19999
109,Success,213829.46453276768,3145.2281671481346,0.5790496471185967,19999
110,Success,176239.44992423608,3071.644520979559,0.5761543988830038,19999
111,Success,148066.47526508657,3071.489264006533,0.5732736268885887,19999
112,Success,131289.88836044326,3042.7290995993494,0.5704072587541458,19999
113,Success,181209.3328613342,3053.6881358886153,0.567555222460375,19999
114,Success,274552.9298215424,3019.0112461087556,0.5647174463480732,19999
115,Success,386851.6702607727,3014.188293346199,0.5618938591163328,19999
116,Fail,42775,3006.6369864295452,0.5590843898207511,19999
117,Success,282712.5214920857,3157.9791457552287,0.5562889678716474,19999
118,Success,189892.82776078393,3103.198893304767,0.5535075230322891,19999
119,Success,183408.30758906642,3026.139383526807,0.5507399854171277,19999
120,Success,211521.20495986493,3016.200858399238,0.547986285490042,19999
121,Success,157570.1173230257,3014.0941672383055,0.5452463540625918,19999
122,Success,321741.3907318236,2984.5965631331637,0.5425201222922789,19999
123,Success,407138.0320523507,3322.7278906728384,0.5398075216808175,19999
124,Success,249215.46144601284,3061.758249424594,0.5371084840724134,19999
125,Success,84833.78975663678,3065.263782669606,0.5344229416520513,19999
126,Success,336407.3588711469,3241.0770656320315,0.531750826943791,19999
127,Fail,51060,3079.7964218549664,0.5290920728090721,19999
128,Fail,59370,3031.777369923571,0.5264466124450268,19999
129,Fail,70395,2988.2033665004396,0.5238143793828016,19999
130,Success,279297.56256477104,3041.120711400654,0.5211953074858876,19999
131,Success,156449.7188876083,2977.58208838631,0.5185893309484582,19999
132,Success,298665.8152726327,3031.907379194068,0.5159963842937159,19999
133,Success,270482.58992221137,3042.937586116926,0.5134164023722473,19999
134,Success,156596.9741100925,3020.8251449669146,0.510849320360386,19999
135,Success,205153.05453781324,3015.8047469144503,0.5082950737585841,19999
136,Success,305118.53401754296,3073.1654870013463,0.5057535983897912,19999
137,Success,204180.21917154445,3025.933146471427,0.5032248303978422,19999
138,Success,249871.47660986247,3059.6415596946254,0.500708706245853,19999
139,Success,289075.9673869583,3033.254731984442,0.4982051627146237,19999
140,Fail,50290,2954.80613985815,0.49571413690105054,19999
141,Success,361442.3821676975,2963.2704900954614,0.4932355662165453,19999
142,Success,381687.8401081406,3212.7624164920567,0.4907693883854626,19999
143,Fail,20110,3087.5909650326967,0.4883155414435353,19999
144,Fail,68870,3010.345998730174,0.4858739637363176,19999
145,Success,153113.5527273783,2975.7035825998605,0.483444593917636,19999
146,Success,191588.27717490034,2932.9757743098385,0.4810273709480478,19999
147,Success,381647.3062798814,2943.8543068975077,0.47862223409330756,19999
148,Success,293121.49254357157,3123.755062974274,0.47622912292284103,19999
149,Success,123607.05006331654,3056.497844106635,0.4738479773082268,19999
150,Success,196094.92798628754,3040.510496381365,0.47147873742168567,19999
151,Fail,49460,2946.275136115585,0.46912134373457726,19999
152,Success,256738.2648393198,2921.1368294685494,0.46677573701590436,19999
153,Success,364217.19049808726,3130.5396151451573,0.46444185833082485,19999
154,Success,263585.8181069568,3046.109865926776,0.46211964903917074,19999
155,Success,132144.85878593015,2993.530332169208,0.4598090507939749,19999
156,Success,288676.23416144616,3052.761432717998,0.457510005540005,19999
157,Success,89896.4575701172,2975.8671821354246,0.45522245551230495,19999
158,Success,168795.33124374258,2944.153933330264,0.4529463432347434,19999
159,Success,302968.09117595525,3016.175115687199,0.4506816115185697,19999
160,Success,172048.51144156692,2906.3632998930066,0.4484282034609769,19999
161,Success,386934.4002287988,3107.2216743961844,0.446186062443672,19999
162,Fail,29490,2921.3194215947933,0.4439551321314536,19999
163,Success,429213.2522988636,3195.441371794935,0.4417353564707963,19999
164,Fail,51620,2908.771701866681,0.43952667968844233,19999
165,Success,189823.19229930386,2922.1123235658133,0.43732904629000013,19999
166,Success,471822.37907151214,2920.2369855694415,0.4351424010585501,19999
167,Success,409489.21883828804,3327.6931572858393,0.43296668905325736,19999
168,Success,430513.3840043853,3396.5755100246442,0.43080185560799106,19999
169,Success,52469.813759092205,3115.6280979186427,0.4286478463299511,19999
170,Fail,49440,3086.547766024355,0.42650460709830135,19999
171,Fail,52405,2971.1563366150917,0.42437208406280985,19999
172,Fail,60510,2956.6138285395255,0.4222502236424958,19999
173,Success,280508.06586109824,3000.7954490702323,0.42013897252428334,19999
174,Success,177234.19337284358,3001.0818218267987,0.4180382776616619,19999
175,Success,212979.09710151545,2904.709926410553,0.4159480862733536,19999
176,Success,193239.69690584717,2888.2962932703103,0.41386834584198684,19999
177,Success,404403.9712903951,3116.535121855249,0.4117990041127769,19999
178,Success,378043.65784081846,3093.119437375927,0.40974000909221303,19999
179,Success,157372.7714271188,3050.914896969635,0.40769130904675194,19999
180,Fail,45505,2949.931202868623,0.40565285250151817,19999
181,Fail,57580,2880.872569823732,0.4036245882390106,19999
182,Success,477844.0405631071,3094.736818527925,0.4016064652978155,19999
183,Fail,23890,2943.6038235275983,0.3995984329713264,19999
184,Fail,81910,2873.995511509869,0.3976004408064698,19999
185,Success,449131.3416979153,3129.5060833381417,0.39561243860243744,19999
186,Success,394795.2876582495,3124.1966058749417,0.3936343764094253,19999
187,Success,353172.9666818464,3264.434298121839,0.39166620452737816,19999
188,Success,232887.24720306898,3170.446984767408,0.3897078735047413,19999
189,Fail,43230,3035.004504312832,0.3877593341372176,19999
190,Fail,49790,2871.888194595519,0.3858205374665315,19999
191,Fail,60655,2888.1659666914725,0.38389143477919885,19999
192,Success,336793.7540499847,2869.9222151853146,0.3819719776053028,19999
193,Fail,55015,2861.339075602468,0.3800621177172763,19999
194,Success,463335.87333906477,3045.429723425961,0.37816180712868996,19999
195,Success,414251.82678532816,3235.4746616524767,0.37627099809304654,19999
196,Fail,24360,3022.4726723386466,0.3743896431025813,19999
197,Success,259698.640311962,2951.522461950397,0.37251769488706843,19999
198,Fail,41860,2910.1068160526893,0.3706551064126331,19999
199,Success,129137.26604476724,2856.806881851821,0.36880183088056995,19999
200,Success,456299.67935706547,2844.4575427195537,0.3669578217261671,19999
201,Success,416878.6397476899,2852.3365314171206,0.36512303261753626,19999
202,Success,234734.53363027645,3098.424057461843,0.3632974174544486,19999
203,Fail,34050,2978.814857522525,0.3614809303671764,19999
204,Success,245662.36219343852,2995.0464647776985,0.3596735257153405,19999
205,Fail,34230,2882.4361450880547,0.3578751580867638,19999
206,Success,233032.86327613008,2994.4142777956167,0.35608578229633,19999
207,Success,232225.6188056444,2889.167200353054,0.3543053533848483,19999
208,Success,574354.4744395348,2860.3696870960785,0.35253382661792404,19999
209,Success,107369.2882344539,3057.487486379854,0.3507711574848344,19999
210,Fail,58290,2845.954460167913,0.34901730169741024,19999
211,Fail,55445,2841.206137879957,0.3472722151889232,19999
212,Success,529034.7188327599,2906.4216880424274,0.3455358541129786,19999
213,Success,146114.77068873178,2951.99341671234,0.3438081748424137,19999
214,Fail,51195,2866.7052805945655,0.3420891339682016,19999
215,Success,329388.04774636176,2845.722200673811,0.3403786882983606,19999
216,Success,238347.43286641844,3050.600097622212,0.3386767948568688,19999
217,Success,102239.73515901157,2844.2903991950266,0.33698341088258443,19999
218,Success,400432.14854456094,3017.7012155452308,0.3352984938281715,19999
219,Success,514356.23843987763,3019.2866131441792,0.33362200135903064,19999
220,Success,282874.3570344625,3301.4361206322583,0.33195389135223546,19999
221,Success,131152.1821733357,3059.6956215058635,0.3302941218954743,19999
222,Success,193575.08426227453,2993.310535306042,0.32864265128599696,19999
223,Fail,50965,2920.2899285353474,0.326999438029567,19999
224,Success,397391.2961877489,3072.362318598444,0.3253644408394192,19999
225,Fail,11295,2844.102562733216,0.3237376186352221,19999
226,Success,368833.6203730385,2838.942432853872,0.322118930542046,19999
227,Fail,51060,2840.6154901160526,0.32050833588933575,19999
228,Success,405126.19952730666,3072.93088092762,0.31890579420988907,19999
229,Fail,47255,2829.5447935877346,0.3173112652388396,19999
230,Success,514304.7318556437,3038.458527142897,0.3157247089126454,19999
231,Success,138153.91300456607,2911.828455275843,0.3141460853680822,19999
232,Success,472324.2737906287,3098.5918536598583,0.3125753549412418,19999
233,Success,288381.34023078217,2919.253828427186,0.31101247816653554,19999
234,Fail,52925,2908.9265225442373,0.30945741577570285,19999
235,Success,350462.2855102875,2994.459156955523,0.3079101286968243,19999
236,Success,502240.44171775295,3118.0921015245744,0.3063705780533402,19999
237,Fail,-250,2962.408215844051,0.30483872516307353,19999
238,Fail,62095,2827.9487181351333,0.3033145315372582,19999
239,Success,591594.6313369916,3184.5336269245136,0.3017979588795719,19999
240,Fail,44225,2948.3168032363574,0.30028896908517405,19999
241,Success,312243.87534639996,3114.975338503428,0.2987875242397482,19999
242,Success,285962.3681786874,2873.0841840545704,0.29729358661854943,19999
243,Fail,55080,2852.7815720183344,0.29580711868545667,19999
244,Success,312462.4233264067,2843.448910713068,0.2943280830920294,19999
245,Success,268105.721828743,2891.388082441009,0.29285644267656924,19999
246,Success,193546.82795266877,2913.1624063645813,0.2913921604631864,19999
247,Success,518528.3792695156,3004.20699083129,0.28993519966087045,19999
248,Success,306347.26729784126,2837.1181254686317,0.2884855236625661,19999
249,Success,447452.98178612,3171.0474233419764,0.28704309604425327,19999
250,Success,356953.5102218196,2954.1523345690425,0.285607880564032,19999
251,Success,470192.26065580087,3333.7416506473096,0.28417984116121187,19999
252,Fail,40070,3121.022873255688,0.2827589419554058,19999
253,Success,216537.23561675698,3038.592141675297,0.28134514724562876,19999
254,Success,81540.52078558298,2955.8911195603355,0.2799384215094006,19999
255,Fail,43170,2872.334546934074,0.27853872940185365,19999
256,Success,248671.4315629164,2880.9962729758913,0.27714603575484437,19999
257,Success,308093.0380307913,2919.1811204692144,0.2757603055760701,19999
258,Success,118833.25037508886,2812.815113328701,0.2743815040481898,19999
259,Success,504914.6218159122,2813.261107438012,0.2730095965279488,19999
260,Success,619688.7652713489,3415.28376777188,0.27164454854530906,19999
261,Success,482293.9166383589,3472.68339016644,0.2702863258025825,19999
262,Fail,47545,2837.5597063547834,0.2689348941735696,19999
263,Fail,62910,3038.9179727016945,0.26759021970270175,19999
264,Fail,54520,2916.2784597301447,0.2662522686041882,19999
265,Fail,55225,2838.4279496550243,0.2649210072611673,19999
266,Success,460948.4915706654,2976.9579907467596,0.26359640222486147,19999
267,Success,630784.8347431123,3379.911414786421,0.26227842021373715,19999
268,Fail,35250,3126.5280644588515,0.2609670281126685,19999
269,Fail,64480,2842.0675104529164,0.25966219297210513,19999
270,Fail,52950,2827.243169851715,0.2583638820072446,19999
271,Success,396630.8003791848,2995.093428446738,0.2570720625972084,19999
272,Fail,46195,2839.160778243801,0.25578670228422234,19999
273,Success,362210.7906350475,2811.899654864598,0.25450776877280124,19999
274,Success,243500.1990267436,2817.8986345168946,0.2532352299289372,19999
275,Success,162403.08763610257,2835.51736938975,0.2519690537792925,19999
276,Success,507662.0538833963,2794.514517569744,0.2507092085103961,19999
277,Fail,6735,2791.3356599958197,0.2494556624678441,19999
278,Success,303596.850933296,2836.549239153557,0.24820838415550486,19999
279,Success,453087.14698694117,3048.244057144082,0.24696734223472733,19999
280,Success,171923.09649703477,2903.4561727232935,0.2457325055235537,19999
281,Success,150635.30414477977,2832.8282517677903,0.24450384299593592,19999
282,Success,386359.3740925491,2938.225723538185,0.24328132378095624,19999
283,Fail,49805.37867965644,2809.166700663972,0.24206491716205145,19999
284,Success,575462.6418821936,3181.285242538473,0.2408545925762412,19999
285,Success,555594.264079338,3219.287766205068,0.23965031961336,19999
286,Fail,15440,3054.1798397252496,0.2384520680152932,19999
287,Success,295250.93557754677,2987.1262371101934,0.23725980767521673,19999
288,Fail,34050,2885.648497662271,0.23607350863684065,19999
289,Fail,58010,2804.5478311779225,0.23489314109365644,19999
290,Success,499523.8603808388,3036.2961404695807,0.23371867538818816,19999
291,Success,67149.39465391492,2834.2115464941426,0.23255008201124722,19999
292,Success,344229.0991934002,2788.1266866606143,0.231387331601191,19999
293,Success,262089.49022969953,2832.332213827652,0.23023039494318503,19999
294,Success,566508.9829124144,3141.703890014806,0.2290792429684691,19999
295,Success,323061.05069784174,3136.1288108852837,0.22793384675362674,19999
296,Fail,145,2787.25386526152,0.22679417751985861,19999
297,Success,485993.81824288034,2898.5162233751907,0.22566020663225933,19999
298,Fail,30005,2888.7257887935516,0.22453190559909803,19999
299,Fail,93510,2794.5592175221914,0.22340924607110255,19999
300,Success,448375.89193014806,2939.281384379422,0.22229219984074702,19999
301,Success,95901.00403847115,2791.07972291937,0.2211807388415433,19999
302,Success,495160.22987242456,3102.300163115993,0.22007483514733558,19999
303,Success,425480.96960652655,3203.5127886566083,0.2189744609715989,19999
304,Success,97604.11932796694,2902.775667443543,0.2178795886667409,19999
305,Success,531976.6991583989,3013.4629752402043,0.2167901907234072,19999
306,Fail,-3365,2854.9327096667084,0.21570623976979014,19999
307,Success,83933.2827318794,2789.659656659935,0.21462770857094118,19999
308,Success,538644.7503939436,3003.681516678725,0.21355457002808648,19999
309,Fail,44250,2789.932458053655,0.21248679717794605,19999
310,Success,453313.87835539924,3126.1169529343892,0.21142436319205632,19999
311,Fail,-1365,2775.5945305388605,0.21036724137609603,19999
312,Success,554718.1869822799,3055.4962871791545,0.20931540516921554,19999
313,Success,40068.76009567595,2841.2888191352777,0.20826882814336947,19999
314,Success,570625.1256204551,3175.110457216203,0.20722748400265262,19999
315,Success,7227.449037027465,2856.1040543951262,0.20619134658263935,19999
316,Success,458642.52876858,3106.6010856457187,0.20516038984972615,19999
317,Fail,35230,2799.016100290642,0.2041345879004775,19999
318,Success,457836.7066079503,2920.702861366898,0.2031139149609751,19999
319,Success,565214.51983661,3164.150265493056,0.20209834538617025,19999
320,Fail,-14200,2953.4159507779746,0.2010878536592394,19999
321,Success,619609.71688174,3423.8070823217354,0.2000824143909432,19999
322,Fail,-12005,2976.5254180600577,0.19908200231898848,19999
323,Success,375275.74975777604,3019.3824227797495,0.19808659230739353,19999
324,Fail,23075,2852.547629320648,0.19709615934585656,19999
325,Success,89182.74928706545,2788.2443685740027,0.19611067854912728,19999
326,Success,588396.3013864548,3046.0176534545253,0.19513012515638165,19999
327,Success,402244.8321566055,3121.9776201739987,0.19415447453059972,19999
328,Fail,50715,2879.731881127315,0.19318370215794672,19999
329,Fail,58145,2797.495056483764,0.192217783647157,19999
330,Success,601895.7995205123,3185.070778528132,0.1912566947289212,19999
331,Fail,35225,2790.6376771266423,0.1903004112552766,19999
332,Success,572886.1104350856,3118.141120521279,0.18934890919900021,19999
333,Fail,-10075,2842.0678457817817,0.18840216465300522,19999
334,Success,274431.37965768157,2932.5187000613337,0.18746015382974018,19999
335,Success,664278.7363525555,3265.9575338704226,0.1865228530605915,19999
336,Success,611735.2543916249,3501.9834865651187,0.18559023879528855,19999
337,Fail,9175,3182.0451908016576,0.1846622876013121,19999
338,Fail,49510,2790.2149026188304,0.18373897616330553,19999
339,Fail,85660,2876.9322962701162,0.182820281282489,19999
340,Success,198954.52626545454,2969.551915848998,0.18190617987607657,19999
341,Success,333499.8577886265,2858.381263135478,0.18099664897669618,19999
342,Success,288123.7847727693,3091.8527434972084,0.1800916657318127,19999
343,Success,321615.79203480575,2815.132610976851,0.17919120740315364,19999
344,Success,238790.9444417382,2786.731109536414,0.17829525136613786,19999
345,Success,474714.49644447793,2943.3325120940035,0.17740377510930716,19999
346,Success,23033.44157381756,2775.8833750084664,0.17651675623376062,19999
347,Success,605601.1403269351,3369.572152667935,0.1756341724525918,19999
348,Fail,-20405,2783.533071071566,0.17475600159032884,19999
349,Success,520329.66488454107,2992.8089710534814,0.17388222158237718,19999
350,Success,48548.10795390668,2798.3175673357327,0.1730128104744653,19999
351,Success,466892.01666745555,2881.373591553348,0.17214774642209296,19999
352,Success,569747.8096338956,3459.9581661302127,0.1712870076899825,19999
353,Success,37792.62860014065,2959.8544508847485,0.17043057265153258,19999
354,Fail,49980,2803.804318923642,0.16957841978827493,19999
355,Success,456777.71044128947,2874.897398707945,0.16873052768933355,19999
356,Fail,37887.572659102385,2764.044809072104,0.1678868750508869,19999
357,Success,647334.9808500644,3039.2700566449003,0.16704744067563246,19999
358,Success,643240.3856572285,3355.555527967949,0.1662122034722543,19999
359,Fail,-20770,2827.535488481585,0.16538114245489302,19999
360,Success,275581.8124590592,2923.735995129199,0.16455423674261854,19999
361,Success,402168.7540148424,2896.5565822515737,0.16373146555890544,19999
362,Fail,10010,2855.1509797905633,0.16291280823111093,19999
363,Success,90972.9440234723,2774.9584943996792,0.16209824418995536,19999
364,Success,562831.8303111946,2947.856830829788,0.16128775296900558,19999
365,Fail,-10097.842283257332,2785.3574582237766,0.16048131420416054,19999
366,Success,532289.359373824,2954.950910998028,0.15967890763313974,19999
367,Fail,39740,2781.9225940099536,0.15888051309497406,19999
368,Success,548236.8228792549,3322.9801739178665,0.1580861105294992,19999
369,Fail,-4550,2763.994156630846,0.1572956799768517,19999
370,Success,600084.3590771724,2953.7656468637497,0.15650920157696743,19999
371,Success,460374.63951424306,3147.9474257390434,0.1557266555690826,19999
372,Fail,-16510,2859.028933955239,0.1549480222912372,19999
373,Success,278690.84615085117,2819.326543194358,0.15417328217978102,19999
374,Success,250262.97474008639,2756.3789529702512,0.1534024157688821,19999
375,Success,609454.485576027,3051.2974255073636,0.1526354036900377,19999
376,Fail,-23240,2850.0462981119026,0.1518722266715875,19999
377,Success,233407.60232278635,2757.434211669331,0.15111286553822956,19999
378,Success,480434.8832054693,2923.4317199137736,0.15035730121053842,19999
379,Success,58655.15928502688,2752.591179225787,0.14960551470448571,19999
380,Success,646440.026813573,3002.7497363373936,0.14885748713096328,19999
381,Success,29131.19287274352,2821.0219907968744,0.14811319969530845,19999
382,Success,375544.4453928048,2822.214962017905,0.1473726336968319,19999
383,Success,256680.75356378118,2776.783571103287,0.14663577052834775,19999
384,Success,398274.43500080425,3161.4098652959715,0.14590259167570602,19999
385,Success,655478.5789800178,3245.9146070193533,0.1451730787173275,19999
386,Success,140748.75150587835,3016.139913096364,0.14444721332374086,19999
387,Fail,66765,2811.830367177507,0.14372497725712216,19999
388,Success,582414.8661624736,3018.31978337654,0.14300635237083656,19999
389,Fail,-10780,2796.4547076992776,0.14229132060898236,19999
390,Success,327025.6930061194,2790.017233582797,0.14157986400593744,19999
391,Success,359633.0110612793,2799.7983895956168,0.14087196468590776,19999
392,Success,268175.93742876814,2772.247856224742,0.14016760486247823,19999
393,Success,467931.5118374168,3057.0171284401413,0.13946676683816583,19999
394,Success,684319.2963789104,3420.4194882550496,0.138769433003975,19999
395,Fail,17020,2970.1779373925606,0.13807558583895513,19999
396,Fail,76865,2787.82855189298,0.13738520790976036,19999
397,Success,616009.594157406,3024.9368965417234,0.13669828187021155,19999
398,Fail,30355,2802.2580004970177,0.13601479046086049,19999
399,Success,431179.15589901316,2750.892238636526,0.1353347165085562,19999
400,Success,213625.4042540359,2767.079780250038,0.1346580429260134,19999
401,Success,451693.04124818253,2846.8726984924533,0.13398475271138335,19999
402,Success,487605.0081818163,3057.793657255019,0.13331482894782642,19999
403,Success,164006.81727078423,2871.5504661259793,0.13264825480308728,19999
404,Success,114887.23997453736,2753.27461528609,0.13198501352907185,19999
405,Success,663186.2396586573,3047.6545083073074,0.1313250884614265,19999
406,Success,565687.2305298224,3113.6500424860287,0.13066846301911936,19999
407,Success,192755.65194450266,3054.219150821747,0.13001512070402377,19999
408,Fail,18225,2769.434252058787,0.12936504510050365,19999
409,Success,360839.15487534134,2823.4028827131706,0.12871821987500112,19999
410,Success,158007.13634240907,2760.707243620235,0.12807462877562611,19999
411,Success,528843.1664058596,2743.4881621043073,0.12743425563174798,19999
412,Fail,34775,2746.5331473569236,0.12679708435358925,19999
413,Success,682440.4441830552,2977.26455041235,0.1261630989318213,19999
414,Fail,-22105,2740.461177100439,0.1255322834371622,19999
415,Success,467201.38884401566,2879.304131582318,0.12490462201997637,19999
416,Success,357591.2145711227,2890.7963289856993,0.1242800989098765,19999
417,Success,140280.44316341917,2746.395208747655,0.12365869841532712,19999
418,Success,546924.2128080622,2745.3878301564846,0.12304040492325048,19999
419,Success,490809.4356291911,3079.381437026253,0.12242520289863423,19999
420,Fail,9730,2817.175972522155,0.12181307688414106,19999
421,Success,343957.84110832855,2773.317190781788,0.12120401149972035,19999
422,Success,377513.75009276386,2838.9422245169035,0.12059799144222175,19999
423,Success,252639.34004108523,2731.2747354146345,0.11999500148501063,19999
424,Success,614653.9734042635,2958.7781482323467,0.11939502647758558,19999
425,Success,455072.5092411656,3077.1728723520782,0.11879805134519765,19999
426,Fail,-13105,2839.0092134025754,0.11820406108847166,19999
427,Success,199638.51239522104,2730.06260536851,0.1176130407830293,19999
