Episode,Result,Total Reward,q_values,steps,epsilon
1,Success,-1837.2970456039639,0.0,455,1.0
2,Success,-3526.7163416723206,-0.009934681264176938,1224,0.999
3,Success,-1700.5030387954746,-0.008170525178134786,581,0.999
4,Success,-2684.4393143330662,-0.015266068530893611,774,0.998001
5,Success,-1372.3880949853597,-0.015266068530893611,566,0.998001
6,Success,-2773.074466305929,0.0035998357638619993,1258,0.997002999
7,Success,-1170.1312585660048,0.06069385381899611,453,0.997002999
8,Success,-1117.3237337493283,0.06995577583209496,356,0.996005996001
9,Success,-1377.9824744774085,0.017286087324818115,548,0.996005996001
10,Success,-2767.4289231840617,-0.054458964559166746,748,0.995009990004999
11,Success,-1851.084296792042,-0.0819908515346388,580,0.995009990004999
12,Success,-1706.0612010447082,0.03621456604563477,488,0.994014980014994
13,Success,-496.3362110544607,0.09981758643691248,165,0.994014980014994
14,Success,-2126.9382611452406,0.08736296657921952,923,0.993020965034979
15,Success,-583.3903640498615,0.19580241178921468,323,0.993020965034979
16,Success,-981.894425158174,-0.06619523978488738,363,0.9920279440699441
17,Success,-2276.6540535409763,0.19580241178921468,886,0.9920279440699441
18,Success,-533.934534288479,0.21108019869520678,341,0.9910359161258742
19,Success,-2225.067094406273,0.21108019869520678,559,0.9910359161258742
20,Success,-2574.6658914740606,-0.07762376410647566,728,0.9900448802097482
21,Success,-759.1239545984834,0.21108019869520678,271,0.9900448802097482
22,Success,-1452.4652972036179,0.18649471742717627,406,0.9890548353295385
23,Success,-1393.2545739996037,0.2784344806197593,562,0.9890548353295385
24,Success,-1068.6655839246753,-0.08096369093673553,445,0.988065780494209
25,Success,-1507.8016101398562,0.2784344806197593,441,0.988065780494209
26,Success,-3350.093397129593,-0.08511012287298397,958,0.9870777147137147
27,Success,-1957.223624548379,0.3637691806480721,544,0.9870777147137147
28,Success,-816.8423060202797,0.29582359268458186,367,0.986090636999001
29,Success,-2161.1925904592144,-0.08950651523478792,816,0.986090636999001
30,Success,-1438.1919465027465,-0.09328495545175834,647,0.9851045463620021
31,Success,-2392.6455148945024,0.44347744891599605,816,0.9851045463620021
32,Success,-678.750245343462,-0.17786354491365702,377,0.98411944181564
33,Success,-7758.032085178929,0.7955672880517266,2096,0.98411944181564
34,Success,-3140.1199118515788,0.6201050982235038,1120,0.9831353223738244
35,Success,-2779.1682825891603,-0.2001906684706066,734,0.9831353223738244
36,Success,-1600.1315899092428,0.8315058832925424,632,0.9821521870514506
37,Success,-371.1403397847557,-0.2022455094905253,282,0.9821521870514506
38,Success,-1007.4120674952055,0.7402494995810064,690,0.9811700348643991
39,Success,-927.6181357478827,-0.2060896656451737,390,0.9811700348643991
40,Success,-4315.499860854738,1.318125654389873,2010,0.9801888648295347
41,Success,-1173.1664970512034,1.66499591797055,492,0.9801888648295347
42,Success,-66.36443081040994,-0.10457732523866765,134,0.9792086759647052
43,Success,-3318.8801019916505,-0.10042412291860277,932,0.9792086759647052
44,Success,-2061.78443423943,-0.22346908243482314,715,0.9782294672887405
45,Success,-2662.737249412296,-0.0993890676109317,884,0.9782294672887405
46,Success,-841.9307752680576,1.7706870757147466,382,0.9772512378214517
47,Success,-5518.40328970046,1.4994025204638881,1707,0.9772512378214517
48,Success,-1008.9596421025046,-0.22210729269382612,485,0.9762739865836303
49,Success,-1355.6529482918593,-0.08680477216949863,474,0.9762739865836303
50,Success,-1814.3750279184392,2.072601175416289,713,0.9752977125970467
51,Success,-993.3908129658143,2.23633457079756,515,0.9752977125970467
52,Success,-2587.132570117418,2.2847568998304246,1016,0.9743224148844496
53,Success,-85.29502030900944,-0.040074321984227654,104,0.9743224148844496
54,Success,-1585.815291707652,2.334952032159732,635,0.9733480924695651
55,Success,-887.7684898059484,2.334952032159732,346,0.9733480924695651
56,Success,-2349.248047133842,2.3846452131657467,1003,0.9723747443770956
57,Success,-1595.254060502031,2.4373551443264,519,0.9723747443770956
58,Success,-805.5968194972528,-0.20838978026075297,330,0.9714023696327185
59,Success,-829.2586095954772,3.0865755795449927,451,0.9714023696327185
60,Success,-1741.3151402408887,-0.02971623849589642,634,0.9704309672630859
61,Success,-1940.4545391647869,2.5459667646044344,832,0.9704309672630859
62,Success,-806.9277491143431,2.5459667646044344,222,0.9694605362958227
63,Success,-1129.2661884657982,3.0865755795449927,369,0.9694605362958227
