Episode,Result,Total Reward,q_values,steps
1,Success,3065,35.678020919856976,{2}
1,Success,3165,35.678020919856976,{12}
1,Success,3265,24.279739881042484,{2}
1,Success,3365,35.678020919856976,{2}
1,Success,3445,98.78513376765524,{16}
1,Success,3545,35.678020919856976,{2}
1,Success,3655,103.83472119278991,{4}
1,Success,3755,24.279739881042484,{2}
1,Success,3855,24.279739881042484,{10}
1,Success,3955,41.039243844132166,{4}
1,Success,4055,24.279739881042484,{2}
1,Success,4155,41.039243844132166,{14}
1,Success,4255,41.039243844132166,{4}
1,Success,4355,41.039243844132166,{4}
1,Success,4540,46.97912607676428,{71}
1,Success,4640,46.97912607676428,{6}
1,Success,4740,46.97912607676428,{2}
1,Success,4840,46.97912607676428,{2}
1,Success,4940,46.97912607676428,{6}
1,Success,5040,127.31742927246682,{2}
1,Success,5140,52.325020086133186,{4}
1,Success,5240,52.325020086133186,{2}
1,Success,5340,52.325020086133186,{2}
1,Success,5440,38.43022986123442,{2}
1,Success,5540,67.45343335886886,{2}
1,Success,5650,42.236763881736245,{16}
1,Success,5750,145.8772044243878,{5}
1,Success,5850,145.8772044243878,{2}
1,Success,5950,69.99834137121557,{6}
1,Success,6050,69.99834137121557,{2}
1,Success,6150,69.99834137121557,{4}
1,Success,6250,69.99834137121557,{4}
1,Success,6350,42.236763881736245,{2}
1,Success,6450,69.99834137121557,{2}
1,Success,6550,69.99834137121557,{2}
1,Success,6650,69.99834137121557,{4}
1,Success,6750,69.99834137121557,{14}
1,Success,6850,69.99834137121557,{2}
1,Success,6950,82.20460492975968,{2}
1,Success,7080,190.93145945097692,{12}
1,Success,7165,78.21871162399424,{34}
1,Success,7265,82.20460492975968,{2}
1,Success,7365,59.6740537565818,{2}
1,Success,7465,78.21871162399424,{10}
1,Success,7565,59.6740537565818,{2}
1,Success,7665,78.21871162399424,{2}
1,Success,7775,78.21871162399424,{32}
1,Success,7880,202.8982323442607,{16}
1,Success,7965,72.98473106532029,{50}
1,Success,8065,78.21871162399424,{4}
1,Success,8165,78.21871162399424,{2}
1,Success,8265,104.79728512531555,{4}
1,Success,8365,214.1870792359009,{2}
1,Success,8465,214.1870792359009,{2}
1,Success,8565,96.46462512603574,{2}
1,Success,8665,219.6509678392643,{2}
1,Success,8765,106.1959325004094,{2}
1,Success,8865,225.02300706538864,{2}
1,Success,8965,104.79728512531555,{2}
1,Success,9065,104.79728512531555,{2}
1,Success,9165,225.02300706538864,{2}
1,Success,9265,126.26318147890933,{4}
1,Success,9365,126.26318147890933,{4}
1,Success,9465,235.55396914162188,{2}
1,Success,9585,136.3802808138878,{11}
1,Success,11390,146.5099929186385,{497}
1,Success,11490,146.5099929186385,{2}
1,Success,11575,146.5099929186385,{16}
1,Success,11675,146.5099929186385,{2}
1,Success,11775,104.79728512531555,{2}
1,Success,11875,146.5099929186385,{2}
1,Success,11975,146.5099929186385,{2}
1,Success,12075,104.79728512531555,{2}
1,Success,12175,146.5099929186385,{8}
1,Success,12275,118.68183753884583,{2}
1,Success,12375,146.5099929186385,{6}
1,Success,12485,269.5861123870858,{4}
1,Success,12585,146.5099929186385,{2}
1,Success,12685,146.5099929186385,{2}
1,Success,12785,121.51598617236277,{4}
1,Success,12885,146.5099929186385,{2}
1,Success,12985,146.5099929186385,{2}
1,Success,13085,136.60938791631932,{15}
1,Success,13185,156.882173281806,{18}
1,Success,13285,156.882173281806,{4}
1,Success,13385,156.882173281806,{2}
1,Success,13470,156.882173281806,{18}
1,Success,13570,156.882173281806,{2}
1,Success,13670,156.882173281806,{2}
1,Success,13770,132.0430382137279,{2}
1,Success,13870,156.882173281806,{2}
1,Success,13980,322.73491201231366,{4}
1,Success,14080,156.882173281806,{2}
1,Success,14180,156.882173281806,{2}
1,Success,14280,156.882173281806,{8}
1,Success,14380,156.882173281806,{6}
1,Success,14480,156.882173281806,{2}
1,Success,14580,156.882173281806,{2}
1,Success,14680,156.882173281806,{4}
1,Success,14780,156.882173281806,{2}
1,Success,14890,355.5270064887174,{4}
1,Success,14990,165.12296322337505,{6}
1,Success,15090,156.882173281806,{2}
1,Success,15190,156.882173281806,{2}
1,Success,15300,156.882173281806,{14}
1,Success,15400,156.882173281806,{2}
1,Success,15500,156.882173281806,{2}
1,Success,15600,156.882173281806,{4}
1,Success,15700,156.882173281806,{2}
1,Success,15800,165.12296322337505,{4}
1,Success,15900,156.882173281806,{2}
1,Success,16020,156.882173281806,{14}
1,Success,16120,156.882173281806,{2}
1,Success,16220,159.9769906887865,{2}
1,Success,16320,159.9769906887865,{2}
1,Success,16420,156.882173281806,{2}
1,Success,16520,413.47811745776386,{2}
1,Success,16620,183.24757838012056,{2}
1,Success,16720,171.27721871693834,{2}
1,Success,16820,169.67506405016613,{2}
1,Success,16920,169.67506405016613,{2}
1,Success,17020,171.27721871693834,{2}
1,Success,17120,169.67506405016613,{2}
1,Success,17220,169.67506405016613,{2}
1,Success,17320,169.67506405016613,{2}
1,Success,17420,171.27721871693834,{6}
1,Success,17520,169.67506405016613,{2}
1,Success,17650,171.27721871693834,{11}
1,Success,17750,206.60473395218372,{4}
1,Success,17850,169.67506405016613,{4}
1,Success,17950,169.67506405016613,{10}
1,Success,18050,169.67506405016613,{2}
1,Success,18150,169.67506405016613,{2}
1,Success,18250,169.67506405016613,{2}
1,Success,18350,169.67506405016613,{4}
1,Success,18450,169.67506405016613,{2}
1,Success,18550,223.3470531513266,{2}
1,Success,18650,169.67506405016613,{2}
1,Success,18750,169.67506405016613,{2}
1,Success,18850,169.67506405016613,{2}
1,Success,18950,491.93584620588405,{2}
1,Success,19050,223.3470531513266,{4}
1,Success,19150,183.38305396123974,{2}
1,Success,19250,183.38305396123974,{4}
1,Success,19350,227.88712007087344,{2}
1,Success,19450,238.4151404305552,{2}
1,Success,19550,183.38305396123974,{2}
1,Success,19650,183.38305396123974,{2}
1,Success,19750,183.38305396123974,{2}
1,Success,19850,183.38305396123974,{2}
1,Success,19950,241.9835687656094,{2}
1,Success,20050,241.9835687656094,{2}
1,Success,20150,241.9835687656094,{4}
1,Success,20250,183.38305396123974,{2}
1,Success,20350,183.38305396123974,{4}
1,Success,20450,526.3098707033894,{2}
1,Success,20550,198.46415847826083,{2}
1,Success,20650,198.46415847826083,{2}
1,Success,20750,198.46415847826083,{2}
1,Success,20850,198.46415847826083,{2}
1,Success,20950,286.7875593229092,{10}
1,Success,21050,286.7875593229092,{2}
1,Success,21150,198.46415847826083,{2}
1,Success,21250,198.46415847826083,{2}
1,Success,21350,198.46415847826083,{2}
1,Success,21450,198.46415847826083,{2}
1,Success,21550,198.46415847826083,{2}
1,Success,21650,272.638787551321,{2}
1,Success,21750,198.46415847826083,{4}
1,Success,21850,198.46415847826083,{4}
1,Success,21950,289.04491086439367,{2}
1,Success,22050,198.46415847826083,{2}
1,Success,22150,198.46415847826083,{2}
1,Success,22250,198.46415847826083,{2}
1,Success,22350,320.2489434080522,{2}
1,Success,22450,320.2489434080522,{2}
1,Success,22550,198.46415847826083,{2}
1,Success,22650,593.1788091770657,{2}
1,Success,22750,214.84357459502922,{2}
1,Success,22850,320.2489434080522,{4}
1,Success,22950,214.84357459502922,{2}
1,Success,23050,214.84357459502922,{2}
1,Success,23150,612.1402847301094,{8}
1,Success,23250,214.84357459502922,{2}
1,Success,23350,214.84357459502922,{2}
1,Success,23450,214.84357459502922,{2}
1,Success,23550,214.84357459502922,{2}
1,Success,23650,214.84357459502922,{4}
1,Success,23750,214.84357459502922,{2}
1,Success,23850,335.7494608958305,{2}
1,Success,23950,214.84357459502922,{2}
1,Success,24050,214.84357459502922,{2}
1,Success,24150,214.84357459502922,{4}
1,Success,24250,214.84357459502922,{2}
1,Success,24350,214.84357459502922,{2}
1,Success,24450,656.8825717601684,{2}
1,Success,24550,235.8150989153576,{2}
1,Success,24650,235.8150989153576,{4}
1,Success,24750,661.6518600342895,{2}
1,Success,24850,257.87198871149144,{6}
1,Success,24950,257.87198871149144,{2}
1,Success,25050,257.87198871149144,{2}
1,Success,25150,257.87198871149144,{6}
1,Success,25250,257.87198871149144,{2}
1,Success,25350,257.87198871149144,{2}
1,Success,25450,257.87198871149144,{2}
1,Success,25550,257.87198871149144,{2}
1,Success,25650,257.87198871149144,{2}
1,Success,25750,257.87198871149144,{2}
1,Success,25850,257.87198871149144,{2}
1,Success,25950,257.87198871149144,{2}
1,Success,26050,257.87198871149144,{6}
1,Success,26150,257.87198871149144,{2}
1,Success,26250,257.87198871149144,{2}
1,Success,26350,371.06515046698877,{2}
1,Success,26450,257.87198871149144,{2}
1,Success,26550,257.87198871149144,{2}
1,Success,26650,257.87198871149144,{8}
1,Success,26750,257.87198871149144,{2}
1,Success,26850,749.9731523246418,{2}
1,Success,26950,280.634199439441,{2}
1,Success,27050,280.634199439441,{2}
1,Success,27150,280.634199439441,{2}
1,Success,27250,280.634199439441,{6}
1,Success,27350,280.634199439441,{2}
1,Success,27450,280.634199439441,{2}
1,Success,27550,280.634199439441,{2}
1,Success,27650,280.634199439441,{2}
1,Success,27750,280.634199439441,{2}
1,Success,27850,352.4139339769238,{2}
1,Success,27950,280.634199439441,{2}
1,Success,28050,280.634199439441,{8}
1,Success,28150,370.5530606694496,{2}
1,Success,28250,280.634199439441,{2}
1,Success,28350,280.634199439441,{4}
1,Success,28450,280.634199439441,{6}
1,Success,28550,280.634199439441,{4}
1,Success,28650,280.634199439441,{2}
1,Success,28750,280.634199439441,{2}
1,Success,28850,280.634199439441,{2}
1,Success,28950,280.634199439441,{2}
1,Success,29050,280.634199439441,{4}
1,Success,29150,280.634199439441,{8}
1,Success,29250,280.634199439441,{4}
1,Success,29350,280.634199439441,{4}
1,Success,29450,848.6340533581002,{2}
1,Success,29550,401.94556374238937,{2}
1,Success,29650,386.87827469272287,{2}
1,Success,29750,304.6057350006195,{2}
1,Success,29850,304.6057350006195,{2}
1,Success,29950,304.6057350006195,{2}
1,Success,30050,304.6057350006195,{2}
1,Success,30150,304.6057350006195,{2}
1,Success,30250,304.6057350006195,{2}
1,Success,30350,304.6057350006195,{2}
1,Success,30450,304.6057350006195,{2}
1,Success,30550,304.6057350006195,{2}
1,Success,30650,304.6057350006195,{2}
1,Success,30750,304.6057350006195,{6}
1,Success,30850,304.6057350006195,{2}
1,Success,30950,304.6057350006195,{2}
1,Success,31050,304.6057350006195,{2}
1,Success,31150,304.6057350006195,{4}
1,Success,31250,304.6057350006195,{2}
1,Success,31350,304.6057350006195,{2}
1,Success,31450,304.6057350006195,{2}
1,Success,31550,304.6057350006195,{4}
1,Success,31650,304.6057350006195,{2}
1,Success,31750,420.0769523901793,{2}
1,Success,31850,304.6057350006195,{2}
1,Success,31950,304.6057350006195,{2}
1,Success,32050,304.6057350006195,{2}
1,Success,32150,304.6057350006195,{2}
1,Success,32250,304.6057350006195,{4}
1,Success,32350,304.6057350006195,{2}
1,Success,32450,405.5403776616097,{2}
1,Success,32550,304.6057350006195,{2}
1,Success,32650,304.6057350006195,{2}
1,Success,32750,304.6057350006195,{2}
1,Success,32850,304.6057350006195,{4}
1,Success,32950,304.6057350006195,{2}
1,Success,33050,304.6057350006195,{2}
1,Success,33150,304.6057350006195,{2}
1,Success,33250,304.6057350006195,{2}
1,Success,33350,304.6057350006195,{2}
1,Success,33450,405.5403776616097,{2}
1,Success,33550,304.6057350006195,{2}
1,Success,33650,304.6057350006195,{2}
1,Success,33750,304.6057350006195,{2}
1,Success,33860,1010.5906570473556,{4}
1,Success,33960,304.6057350006195,{6}
1,Success,34060,304.6057350006195,{2}
1,Success,34160,304.6057350006195,{2}
1,Success,34260,304.6057350006195,{2}
1,Success,34360,405.5403776616097,{2}
1,Success,34460,304.6057350006195,{2}
1,Success,34560,304.6057350006195,{2}
1,Success,34660,304.6057350006195,{2}
1,Success,34760,304.6057350006195,{2}
1,Success,34860,304.6057350006195,{6}
1,Success,34960,304.6057350006195,{2}
1,Success,35060,304.6057350006195,{8}
1,Success,35160,304.6057350006195,{2}
1,Success,35260,304.6057350006195,{2}
1,Success,35360,304.6057350006195,{2}
1,Success,35460,304.6057350006195,{2}
1,Success,35560,304.6057350006195,{2}
1,Success,35660,405.5403776616097,{2}
1,Success,35760,304.6057350006195,{2}
1,Success,35860,304.6057350006195,{2}
1,Success,35960,304.6057350006195,{2}
1,Success,36060,304.6057350006195,{2}
1,Success,36160,304.6057350006195,{2}
1,Success,36260,304.6057350006195,{2}
1,Success,36360,304.6057350006195,{2}
1,Success,36460,304.6057350006195,{2}
1,Success,36560,304.6057350006195,{2}
1,Success,36660,304.6057350006195,{2}
1,Success,36760,304.6057350006195,{2}
1,Success,36860,304.6057350006195,{2}
1,Success,36960,304.6057350006195,{2}
1,Success,37060,304.6057350006195,{2}
1,Success,37160,304.6057350006195,{2}
1,Success,37260,304.6057350006195,{2}
1,Success,37360,1141.9023139630403,{2}
1,Success,37460,530.9860209189713,{2}
1,Success,37560,335.5649906106945,{2}
1,Success,37660,530.9860209189713,{4}
1,Success,37760,335.5649906106945,{2}
1,Success,37860,335.5649906106945,{2}
1,Success,37960,335.5649906106945,{2}
1,Success,38060,335.5649906106945,{2}
1,Success,38160,335.5649906106945,{2}
1,Success,38260,335.5649906106945,{2}
1,Success,38360,335.5649906106945,{2}
1,Success,38460,335.5649906106945,{2}
1,Success,38560,335.5649906106945,{2}
1,Success,38660,335.5649906106945,{2}
1,Success,38760,335.5649906106945,{2}
1,Success,38860,335.5649906106945,{6}
1,Success,38960,335.5649906106945,{2}
1,Success,39060,335.5649906106945,{2}
1,Success,39160,1201.948458357993,{2}
1,Success,39260,369.46812232790006,{2}
1,Success,39360,369.46812232790006,{2}
1,Success,39460,369.46812232790006,{2}
1,Success,39560,530.9860209189713,{4}
1,Success,39660,1217.8012832562515,{2}
1,Success,39760,406.00527463592425,{2}
1,Success,39860,406.00527463592425,{2}
1,Success,39960,406.00527463592425,{4}
1,Success,40060,406.00527463592425,{2}
1,Success,40160,406.00527463592425,{2}
1,Success,40260,406.00527463592425,{2}
1,Success,40360,406.00527463592425,{2}
1,Success,40460,406.00527463592425,{4}
1,Success,40560,406.00527463592425,{2}
1,Success,40660,406.00527463592425,{2}
1,Success,40760,406.00527463592425,{2}
1,Success,40860,406.00527463592425,{2}
1,Success,40960,406.00527463592425,{2}
1,Success,41060,406.00527463592425,{2}
1,Success,41160,406.00527463592425,{2}
1,Success,41260,406.00527463592425,{2}
1,Success,41360,406.00527463592425,{2}
1,Success,41460,406.00527463592425,{2}
1,Success,41560,406.00527463592425,{2}
1,Success,41660,406.00527463592425,{2}
1,Success,41760,406.00527463592425,{2}
1,Success,41860,406.00527463592425,{2}
1,Success,41960,406.00527463592425,{2}
1,Success,42060,406.00527463592425,{4}
1,Success,42160,406.00527463592425,{2}
1,Success,42260,406.00527463592425,{2}
1,Success,42360,406.00527463592425,{2}
1,Success,42460,406.00527463592425,{4}
1,Success,42560,406.00527463592425,{2}
1,Success,42660,406.00527463592425,{6}
1,Success,42760,406.00527463592425,{2}
1,Success,42860,406.00527463592425,{2}
1,Success,42960,406.00527463592425,{2}
1,Success,43060,406.00527463592425,{2}
1,Success,43160,406.00527463592425,{2}
1,Success,43260,406.00527463592425,{2}
1,Success,43360,530.9860209189713,{2}
1,Success,43460,406.00527463592425,{2}
1,Success,43560,406.00527463592425,{2}
1,Success,43660,406.00527463592425,{2}
1,Success,43760,406.00527463592425,{2}
1,Success,43860,406.00527463592425,{2}
1,Success,43960,406.00527463592425,{2}
1,Success,44060,406.00527463592425,{2}
1,Success,44160,406.00527463592425,{2}
1,Success,44260,406.00527463592425,{2}
1,Success,44360,406.00527463592425,{2}
1,Success,44460,406.00527463592425,{2}
1,Success,44560,1397.1758997297547,{2}
1,Success,44660,444.4659856362591,{2}
1,Success,44760,444.4659856362591,{2}
1,Success,44860,444.4659856362591,{2}
1,Success,44960,444.4659856362591,{2}
1,Success,45060,444.4659856362591,{2}
1,Success,45160,444.4659856362591,{2}
1,Success,45260,444.4659856362591,{2}
1,Success,45360,444.4659856362591,{2}
1,Success,45460,444.4659856362591,{2}
1,Success,45560,444.4659856362591,{2}
1,Success,45660,444.4659856362591,{2}
1,Success,45760,444.4659856362591,{2}
1,Success,45860,444.4659856362591,{2}
1,Success,45960,444.4659856362591,{2}
1,Success,46060,444.4659856362591,{2}
1,Success,46160,1453.2229048180773,{2}
1,Success,46260,485.8582226834191,{2}
1,Success,46360,485.8582226834191,{2}
1,Success,46460,485.8582226834191,{2}
1,Success,46560,485.8582226834191,{4}
1,Success,46660,485.8582226834191,{2}
1,Success,46760,485.8582226834191,{2}
1,Success,46860,485.8582226834191,{2}
1,Success,46960,485.8582226834191,{4}
1,Success,47060,485.8582226834191,{2}
1,Success,47160,485.8582226834191,{2}
1,Success,47260,485.8582226834191,{2}
1,Success,47360,485.8582226834191,{2}
1,Success,47460,485.8582226834191,{2}
1,Success,47560,485.8582226834191,{2}
1,Success,47660,485.8582226834191,{2}
1,Success,47760,485.8582226834191,{2}
1,Success,47860,485.8582226834191,{2}
1,Success,47960,485.8582226834191,{2}
1,Success,48060,485.8582226834191,{2}
1,Success,48160,485.8582226834191,{2}
1,Success,48260,485.8582226834191,{6}
1,Success,48360,485.8582226834191,{2}
1,Success,48460,485.8582226834191,{2}
1,Success,48580,485.4841506576572,{5}
1,Success,48680,485.8582226834191,{2}
1,Success,48780,485.8582226834191,{2}
1,Success,48880,485.8582226834191,{2}
1,Success,48980,485.8582226834191,{4}
1,Success,49080,485.8582226834191,{4}
1,Success,49180,485.8582226834191,{2}
1,Success,49280,556.2383810333037,{2}
1,Success,49380,1559.1031181017133,{2}
1,Success,49480,529.7603901549064,{2}
1,Success,49580,529.7603901549064,{2}
1,Success,49680,529.7603901549064,{2}
1,Success,49780,529.7603901549064,{2}
1,Success,49880,529.7603901549064,{4}
1,Success,49980,529.7603901549064,{2}
1,Success,50080,529.7603901549064,{2}
1,Success,50180,529.7603901549064,{2}
1,Success,50280,529.7603901549064,{2}
1,Success,50380,529.7603901549064,{2}
1,Success,50480,529.7603901549064,{2}
1,Success,50580,529.7603901549064,{2}
1,Success,50680,529.7603901549064,{2}
1,Success,50780,1605.5275267585127,{2}
1,Success,50880,576.294311565777,{2}
1,Success,50980,576.294311565777,{2}
1,Success,51080,576.294311565777,{2}
1,Success,51180,576.294311565777,{2}
1,Success,51280,576.294311565777,{2}
1,Success,51380,576.294311565777,{2}
1,Success,51480,576.294311565777,{4}
1,Success,51580,576.294311565777,{2}
1,Success,51680,576.294311565777,{2}
1,Success,51780,576.294311565777,{4}
1,Success,51880,576.294311565777,{2}
1,Success,51980,1644.316550589299,{2}
1,Success,52080,624.9496200826845,{2}
1,Success,52180,624.9496200826845,{2}
1,Success,52280,624.9496200826845,{2}
1,Success,52380,624.9496200826845,{2}
1,Success,52480,624.9496200826845,{2}
1,Success,52580,624.9496200826845,{2}
1,Success,52680,624.9496200826845,{2}
1,Success,52780,624.9496200826845,{2}
1,Success,52880,624.9496200826845,{2}
1,Success,52980,624.9496200826845,{2}
1,Success,53080,624.9496200826845,{2}
1,Success,53180,556.2383810333037,{2}
1,Success,53280,624.9496200826845,{2}
1,Success,53380,624.9496200826845,{2}
1,Success,53480,624.9496200826845,{2}
1,Success,53580,624.9496200826845,{2}
1,Success,53680,624.9496200826845,{2}
1,Success,53780,624.9496200826845,{2}
1,Success,53880,624.9496200826845,{2}
1,Success,53980,624.9496200826845,{2}
1,Success,54080,562.8967565917288,{2}
1,Success,54180,624.9496200826845,{2}
1,Success,54280,624.9496200826845,{4}
1,Success,54380,624.9496200826845,{2}
1,Success,54480,624.9496200826845,{2}
1,Success,54580,562.8967565917288,{4}
1,Success,54680,624.9496200826845,{2}
1,Success,54780,624.9496200826845,{2}
1,Success,54880,624.9496200826845,{2}
1,Success,54980,624.9496200826845,{2}
1,Success,55080,562.8967565917288,{2}
1,Success,55180,624.9496200826845,{2}
1,Success,55280,624.9496200826845,{2}
1,Success,55380,624.9496200826845,{2}
1,Success,55480,1749.8739038529025,{2}
1,Success,55580,675.2168702928785,{2}
1,Success,55680,675.2168702928785,{2}
1,Success,55780,675.2168702928785,{2}
1,Success,55880,675.2168702928785,{4}
1,Success,55980,675.2168702928785,{2}
1,Success,56080,675.2168702928785,{2}
1,Success,56180,675.2168702928785,{2}
1,Success,56280,675.2168702928785,{2}
1,Success,56380,675.2168702928785,{2}
1,Success,56480,675.2168702928785,{2}
1,Success,56580,675.2168702928785,{2}
1,Success,56680,675.2168702928785,{2}
1,Success,56780,675.2168702928785,{2}
1,Success,56880,675.2168702928785,{2}
1,Success,56980,675.2168702928785,{2}
1,Success,57080,675.2168702928785,{4}
1,Success,57180,675.2168702928785,{2}
1,Success,57280,675.2168702928785,{2}
1,Success,57380,675.2168702928785,{2}
1,Success,57480,675.2168702928785,{4}
1,Success,57580,675.2168702928785,{2}
1,Success,57680,675.2168702928785,{2}
1,Success,57780,675.2168702928785,{2}
1,Success,57880,675.2168702928785,{2}
1,Success,57980,675.2168702928785,{2}
1,Success,58080,675.2168702928785,{2}
1,Success,58180,562.8967565917288,{2}
1,Success,58280,675.2168702928785,{2}
1,Success,58380,675.2168702928785,{2}
1,Success,58480,675.2168702928785,{2}
1,Success,58580,675.2168702928785,{2}
1,Success,58680,562.8967565917288,{2}
1,Success,58780,675.2168702928785,{6}
1,Success,58880,675.2168702928785,{2}
1,Success,58980,675.2168702928785,{2}
1,Success,59080,675.2168702928785,{2}
1,Success,59180,675.2168702928785,{2}
1,Success,59280,675.2168702928785,{2}
1,Success,59380,675.2168702928785,{2}
1,Success,59480,675.2168702928785,{2}
1,Success,59580,732.3053819719194,{2}
1,Success,59680,675.2168702928785,{2}
1,Success,59780,675.2168702928785,{2}
1,Success,59880,675.2168702928785,{2}
1,Success,59980,675.2168702928785,{2}
1,Success,60080,607.7552359106837,{2}
1,Success,60180,675.2168702928785,{2}
1,Success,60280,675.2168702928785,{2}
1,Success,60380,675.2168702928785,{2}
1,Success,60480,675.2168702928785,{2}
1,Success,60580,675.2168702928785,{4}
1,Success,60680,675.2168702928785,{4}
1,Success,60780,675.2168702928785,{2}
1,Success,60880,675.2168702928785,{2}
1,Success,60980,675.2168702928785,{2}
1,Success,61080,675.2168702928785,{2}
1,Success,61180,675.2168702928785,{2}
1,Success,61280,675.2168702928785,{2}
1,Success,61380,675.2168702928785,{2}
1,Success,61480,675.2168702928785,{2}
1,Success,61580,675.2168702928785,{4}
1,Success,61680,675.2168702928785,{2}
1,Success,61780,675.2168702928785,{2}
1,Success,61880,675.2168702928785,{2}
1,Success,61980,675.2168702928785,{2}
1,Success,62080,675.2168702928785,{2}
1,Success,62180,675.2168702928785,{2}
1,Success,62280,675.2168702928785,{4}
1,Success,62380,607.7552359106837,{2}
1,Success,62480,675.2168702928785,{2}
1,Success,62580,675.2168702928785,{2}
1,Success,62680,675.2168702928785,{2}
1,Success,62780,675.2168702928785,{2}
1,Success,62880,675.2168702928785,{2}
1,Success,62980,675.2168702928785,{2}
1,Success,63080,675.2168702928785,{2}
1,Success,63180,675.2168702928785,{2}
1,Success,63280,675.2168702928785,{2}
1,Success,63380,675.2168702928785,{2}
1,Success,63480,675.2168702928785,{2}
1,Success,63580,1994.308410794859,{2}
1,Success,63680,727.3216883918692,{2}
1,Success,63780,727.3216883918692,{2}
1,Success,63880,840.6560657943046,{2}
1,Success,63980,727.3216883918692,{2}
1,Success,64080,727.3216883918692,{2}
1,Success,64180,727.3216883918692,{2}
1,Success,64280,727.3216883918692,{2}
1,Success,64380,727.3216883918692,{2}
1,Success,64480,727.3216883918692,{2}
1,Success,64580,727.3216883918692,{2}
1,Success,64680,727.3216883918692,{2}
1,Success,64780,727.3216883918692,{2}
1,Success,64880,727.3216883918692,{2}
1,Success,64980,840.6560657943046,{2}
1,Success,65080,727.3216883918692,{2}
1,Success,65180,727.3216883918692,{2}
1,Success,65280,727.3216883918692,{2}
1,Success,65380,727.3216883918692,{2}
1,Success,65480,727.3216883918692,{2}
1,Success,65580,727.3216883918692,{2}
1,Success,65680,711.6162124638978,{2}
1,Success,65780,727.3216883918692,{2}
1,Success,65880,727.3216883918692,{2}
1,Success,65980,727.3216883918692,{2}
1,Success,66080,727.3216883918692,{2}
1,Success,66180,727.3216883918692,{2}
1,Success,66280,727.3216883918692,{2}
1,Success,66380,727.3216883918692,{2}
1,Success,66480,727.3216883918692,{2}
1,Success,66580,727.3216883918692,{2}
1,Success,66680,727.3216883918692,{2}
1,Success,66780,727.3216883918692,{4}
1,Success,66880,727.3216883918692,{2}
1,Success,66980,727.3216883918692,{2}
1,Success,67080,711.6162124638978,{2}
1,Success,67180,727.3216883918692,{2}
1,Success,67280,727.3216883918692,{2}
1,Success,67380,727.3216883918692,{2}
1,Success,67480,954.6325053383691,{2}
1,Success,67580,727.3216883918692,{2}
1,Success,67680,727.3216883918692,{2}
1,Success,67780,727.3216883918692,{4}
1,Success,67880,727.3216883918692,{2}
1,Success,67980,727.3216883918692,{2}
1,Success,68080,954.6325053383691,{2}
1,Success,68180,727.3216883918692,{2}
1,Success,68280,727.3216883918692,{2}
1,Success,68380,727.3216883918692,{2}
1,Success,68480,727.3216883918692,{2}
1,Success,68580,727.3216883918692,{2}
1,Success,68680,727.3216883918692,{4}
1,Success,68780,727.3216883918692,{2}
1,Success,68880,727.3216883918692,{2}
1,Success,68980,727.3216883918692,{2}
1,Success,69080,727.3216883918692,{2}
1,Success,69180,727.3216883918692,{2}
1,Success,69280,727.3216883918692,{2}
1,Success,69380,727.3216883918692,{4}
1,Success,69480,727.3216883918692,{2}
1,Success,69580,727.3216883918692,{2}
1,Success,69680,727.3216883918692,{2}
1,Success,69780,727.3216883918692,{2}
1,Success,69880,727.3216883918692,{2}
