1,Fail,-490,0.0015718843800000008,500
2,Fail,-405,0.89337839077971,500
3,Success,10,0.18994356810000007,256
4,Success,-305,0.03333648732804841,396
5,Success,-710,2.3737576610030446,479
6,Fail,-530,1.0962093533557216,500
7,Success,-295,2.8630510201222554,350
8,Success,-150,3.03015058390969,470
9,Fail,-630,2.0393971741895336,500
10,Success,-390,6.176014375111475,494
11,Fail,-1065,0.49622639365488863,500
12,Fail,-70,0.2668911502464149,500
13,Success,-210,5.76159620413066,389
14,Success,-455,2.5419771132540148,460
15,Success,-145,6.055258845606679,265
16,Fail,-500,2.505787504377378,500
17,Success,-140,7.99069730165943,390
18,Fail,45,2.832719325526538,500
19,Fail,-30,22.82304085409818,500
20,Fail,-425,19.104264751996155,500
21,Success,-135,25.60854374873497,264
22,Success,-245,15.299118345898428,454
23,Success,-40,20.70506829425146,483
24,Success,45,34.882899124696586,426
25,Success,180,19.47284410754877,134
26,Fail,185,3.521351096410075,500
27,Success,35,24.657909790955788,281
28,Fail,-170,12.805741525255861,500
29,Success,25,30.609302035135606,491
30,Success,115,53.84622204542904,222
31,Fail,-330,11.126021439244711,500
32,Success,315,37.22892059370533,272
33,Fail,15,50.616273315560306,500
34,Fail,60,24.441674598794915,500
35,Fail,-170,43.319053124784716,500
36,Fail,205,16.67408270649325,500
37,Success,60,79.85139121735357,163
38,Fail,35,9.089524754872652,500
39,Fail,-5,110.47560780720165,500
40,Fail,265,69.61269024356469,500
41,Fail,230,118.24010563108702,500
42,Fail,190,150.73645670853696,500
43,Fail,410,24.871323987720174,500
44,Fail,385,102.86597546471587,500
45,Fail,260,60.59972154242228,500
46,Fail,295,174.78050617077156,500
47,Success,85,190.57116764463285,254
48,Fail,590,38.22845116925601,500
49,Fail,375,236.64575680888208,500
50,Success,100,219.63962038377838,359
51,Success,535,144.93721056377117,472
52,Fail,445,226.46698092878654,500
53,Fail,555,41.655845809748165,500
54,Fail,665,68.61134348396169,500
55,Fail,530,18.20668919096508,500
56,Fail,605,43.05621556273395,500
57,Fail,960,49.639189344797614,500
58,Fail,605,297.0070813109148,500
59,Fail,815,146.71619452942664,500
60,Fail,775,339.80329421354696,500
61,Success,415,400.9364383121855,197
62,Fail,940,163.16641957245676,500
63,Fail,785,472.8815665855695,500
64,Fail,560,211.94719374443875,500
65,Fail,965,74.45318247759256,500
66,Fail,1100,266.18711101776853,500
67,Fail,1285,509.79044435258,500
68,Fail,725,426.1676808669027,500
69,Fail,1145,298.3925046575217,500
70,Fail,840,561.3606423586801,500
71,Fail,360,476.0363809440199,500
72,Fail,965,415.28223295445207,500
73,Fail,770,549.7256233937887,500
74,Fail,1370,624.2176188536489,500
75,Fail,1145,548.7666396923271,500
76,Fail,930,638.3868931838681,500
77,Fail,1400,578.2917685515333,500
78,Fail,1130,485.41300335594804,500
79,Fail,1305,138.0782311132162,500
80,Fail,1300,598.956285823943,500
81,Fail,1225,435.66864521456085,500
82,Fail,1545,675.2086119942727,500
83,Fail,970,612.2477768423918,500
84,Fail,1295,564.647494287489,500
85,Fail,1325,722.5714974294341,500
86,Fail,1470,763.9547587743539,500
87,Fail,985,720.1538467275284,500
88,Fail,1405,691.8369502338235,500
89,Fail,1465,239.7143158334706,500
90,Fail,1205,277.61376523616565,500
91,Fail,1420,764.3791435903012,500
92,Fail,1880,811.3466107536194,500
93,Fail,1610,808.1072573679046,500
94,Fail,1905,391.6762643784889,500
95,Fail,1285,792.5607913216336,500
96,Fail,1430,820.6456746257562,500
97,Fail,1605,840.0906071995788,500
98,Fail,1995,825.4189961498714,500
99,Fail,1180,656.270968779938,500
100,Fail,1485,177.28413655223096,500
101,Fail,2000,862.6197255821128,500
102,Fail,1485,47.825132016073425,500
103,Fail,1430,882.9909984201917,500
104,Fail,1920,884.0021308868572,500
105,Fail,2310,853.5225872211755,500
106,Fail,1545,853.4904000956914,500
107,Fail,1915,753.1832811309953,500
108,Fail,1955,800.4849039464473,500
109,Fail,1600,896.5994055019108,500
110,Fail,1455,900.1575743318535,500
111,Fail,1750,909.1194353107629,500
112,Fail,1735,898.2453440013567,500
113,Fail,1620,947.3180186760866,500
114,Fail,1715,901.0350702498555,500
115,Fail,1865,905.7809610676956,500
116,Fail,2180,943.590284569404,500
117,Fail,1915,959.3847586046053,500
118,Fail,1785,962.5838521237689,500
119,Fail,1605,685.080000509688,500
120,Fail,2200,955.8404641751049,500
121,Fail,2145,972.9702053209402,500
122,Fail,1980,419.94505037928184,500
123,Fail,1840,964.7691967289906,500
124,Fail,2010,893.784406102695,500
125,Fail,1985,979.2237984276238,500
126,Fail,2010,939.5147139516149,500
127,Fail,2070,970.1032013412649,500
128,Fail,1895,968.9980724222747,500
129,Fail,1915,909.8564095924758,500
130,Fail,2165,922.4930929471908,500
131,Fail,2345,984.9308807137527,500
132,Fail,2555,974.2502323459789,500
133,Fail,2290,930.3867112044682,500
134,Fail,2570,887.2613236801772,500
135,Fail,1865,918.3537830020367,500
136,Fail,2065,974.4581073227835,500
137,Fail,2115,985.7519571884073,500
138,Fail,2690,987.1213742695783,500
139,Fail,2665,929.9973371354856,500
140,Fail,2070,965.3756628616417,500
141,Fail,2785,947.0147875420023,500
142,Fail,2620,701.9551782124535,500
143,Fail,1885,989.9613320217527,500
144,Fail,2195,979.614067130404,500
145,Fail,2240,954.5272280733686,500
